interaction_id,userId,productId,session_id,action_type,timestamp,view_duration,rating,product_name,category,brand,description,search_query,current_price,discount_percent,in_stock,preference_score
I3587,U020,B0D6LG4X7J,S5831,view,2025-07-03 04:22:43,235,4.2,Stainless Steel Integrated Watch Strap，For Apple Watch Band 44mm 45mm，Men Women Metal Bracelet Accessories，For Iwatch Series 9 8 7 6 5 4 SE Watchband,Wearables,Apple,Discover the ultimate Item experience with Premium Quality. The Stainless Steel Integrated Watch Strap，For Apple Watch Band ... combines sleek design with outstanding performance.,apple watch series 9,43987.0,5,0,1.776
I402,U005,B0FG1THCD7,S7114,view,2025-07-03 04:22:43,40,4.6,"Galaxy S25 FE Cell Phone (2025), 256GB AI Smartphone, Unlocked Android, Large Display, 4900mAh Battery, High Res-Camera, AI Photo Edits, Durable, US 1 Yr Warranty, JetBlack",Smartphones,Samsung,"Discover the ultimate Item experience with Samsung. The Galaxy S25 FE Cell Phone (2025), 256GB AI Smartphone, Unlock... combines sleek design with outstanding performance.",iphone 15,534.99,5,131,1.103
I490,U001,B0FG1WSR53,S7919,cart,2025-07-03 04:22:43,77,4.6,"Galaxy S25 FE Cell Phone (2025), 256GB AI Smartphone, Unlocked Android, Large Display, 4900mAh Battery, High Res-Camera, AI Photo Edits, Durable, US 1 Yr Warranty, White",Smartphones,Samsung,"Upgrade your lifestyle with the Samsung Galaxy S25 FE Cell Phone (2025), 256GB AI Smartphone, Unlock.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",iphone 15,534.99,10,16,3.231
I889,U020,B0FCXZ3PTJ,S9591,view,2025-07-03 04:22:43,31,4.6,"Amzfast 24 Inch Gaming Monitor 200Hz FHD 1080p Fast IPS Computer Monitor, 110% sRGB 1ms HDR Support Adaptive Sync, Eye Care VESA Mount HDMI 2.0 | Display Port 1.4 White Monitor, AMZG24X1W",Monitors,Amzfast,Looking for the best in Item? The Amzfast 24 Inch Gaming Monitor 200Hz FHD 1080p Fast IPS Comp... by Premium Quality provides exceptional value and reliability. Built to last.,monitor,89.99,15,131,1.072
I1333,U012,B0FKCZVX5B,S3406,purchase,2025-07-03 04:22:43,216,4.1,"Momentum 4 Wireless Noise Cancelling Headphones - Bluetooth Headset for Crystal-Clear Calls with Adaptive Noise Cancellation, Over-Ear Headphones, 60h Battery Life, Folding Design, Brown",Audio & Speakers,Sennheiser,Discover the ultimate Item experience with Sennheiser. The Momentum 4 Wireless Noise Cancelling Headphones - Bluetooth ... combines sleek design with outstanding performance.,sony wh-1000xm5 headphones,199.95,10,29,5.71
I2440,U003,B085M5GF7P,S6589,cart,2025-07-03 04:22:43,46,4.6,Hard Carrying Case Replacement for Logitech MX Master 4 / MX Master 3 / MX Master 3S Advanced Wireless Mouse (Black),Computer Accessories,Aenllosi,Discover the ultimate Item experience with Aenllosi. The Hard Carrying Case Replacement for Logitech MX Master 4 / MX... combines sleek design with outstanding performance.,logitech mx master 3s mouse,14.99,0,39,3.124
I1620,U016,B0FRJZ7R2B,S3235,cart,2025-07-03 04:22:43,255,5.0,"Samsung Galaxy S24 Ultra 5G, 256GB, Titanium Violet - TracFone (Renewed)",Smartphones,Samsung,"Looking for the best in Item? The Samsung Galaxy S24 Ultra 5G, 256GB, Titanium Violet - TracFo... by Premium Quality provides exceptional value and reliability. Built to last.",samsung galaxy s24 ultra,599.97,15,97,3.8449999999999998
I3195,U004,B081NW42BB,S5841,view,2025-07-03 04:22:43,106,5.0,"MightySkins Carbon Fiber Skin for Amazon Fire TV Stick 4K - Patriot | Protective, Durable Textured Carbon Fiber Finish | Easy to Apply, Remove, and Change Styles | Made in The USA",Streaming Devices,Mightyskins,Discover the ultimate Item experience with Premium Quality. The MightySkins Carbon Fiber Skin for Amazon Fire TV Stick 4K - ... combines sleek design with outstanding performance.,amazon fire tv stick 4k,11.99,20,99,1.331
I1867,U004,B0FJRLW545,S3410,purchase,2025-07-03 04:22:43,248,5.0,[for US Version]For Samsung Galaxy S24 Ultra Rear Main Camera Replacement (SM-S928B/SM-S928U/SM-S928U1/SM-S928W/SM-S928N/SM-S9280/SM-S928E) - US Version Back Camera Module Repair Kit with OEM Quality,Smartphones,Samsung,"Upgrade your lifestyle with the Premium Quality [for US Version]For Samsung Galaxy S24 Ultra Rear Main Camer.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",samsung galaxy s24 ultra,122.99,15,38,5.821
I1985,U015,B07RB2HTB2,S5315,view,2025-07-04 04:22:43,293,4.4,"Laptop Charger Slim 45W watt Power AC Adapter(Power Supply) Include Power Cord for Dell XPS 13 9333 9343 9350 9360 9370,LA45NM131 DA45NM131",Computers & Laptops,Dell,"Upgrade your lifestyle with the Dell Laptop Charger Slim 45W watt Power AC Adapter(Power Supply) .... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",dell xps 13 laptop,28.3,5,88,1.976
I1760,U011,B0F13CPJ3Y,S3416,purchase,2025-07-04 04:22:43,265,3.0,for Samsung Galaxy S24 Ultra Rear Main Camera Replacement Back Camera Module Part Repair for Samsung s24ultra SM-S928U SM-S928U1,Smartphones,Samsung,"Upgrade your lifestyle with the Premium Quality for Samsung Galaxy S24 Ultra Rear Main Camera Replacement Ba.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",samsung galaxy s24 ultra,116.99,5,53,5.879
I697,U002,B0CMZBXYX2,S8259,view,2025-07-04 04:22:43,125,4.8,"Apple iPhone 15 Pro, 1TB, Black Titanium - Verizon (Renewed)",Smartphones,Apple,"Upgrade your lifestyle with the Premium Quality Apple iPhone 15 Pro, 1TB, Black Titanium - Verizon (Renewed). Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",iphone 15,694.17,10,102,1.397
I2306,U003,B00TZR3WRM,S8955,cart,2025-07-04 04:22:43,134,4.5,"MX Master Wireless Mouse – High-precision Sensor, Speed-adaptive Scroll Wheel, Thumb Scroll Wheel, Easy-Switch up to 3 Devices",Computer Accessories,Logitech,"Upgrade your lifestyle with the Logitech MX Master Wireless Mouse – High-precision Sensor, Speed-adap.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",logitech mx master 3s mouse,187.88,0,18,3.428
I2709,U007,B07LB3WJFP,S5023,view,2025-07-04 04:22:43,255,4.3,"Playstation SONY 4, 500GB Slim System [CUH-2215AB01], Black, 3003347 (Renewed)",Gaming,Playstation,"Discover the ultimate Item experience with Premium Quality. The Playstation SONY 4, 500GB Slim System [CUH-2215AB01], Black,... combines sleek design with outstanding performance.",sony playstation 5 console,214.95,15,45,1.845
I2329,U005,B0C84ZD7L6,S1340,view,2025-07-04 04:22:43,257,4.6,"Logitech G309 Lightspeed Wireless Gaming Mouse, Lightweight, LIGHTFORCE Hybrid Switches, Hero 25K Sensor, 86g & 300+ hr Battery Life with AA Battery, 6 Programmable Buttons, PC & Mac - Black",Computer Accessories,Logitech,"Upgrade your lifestyle with the Premium Quality Logitech G309 Lightspeed Wireless Gaming Mouse, Lightweight,.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",logitech mx master 3s mouse,49.99,10,0,1.8519999999999999
I636,U012,B09LPB8XDL,S9700,cart,2025-07-04 04:22:43,107,4.1,"Apple iPhone 13 Pro, 128GB, Silver - Unlocked (Renewed)",Smartphones,Apple,"Discover the ultimate Item experience with Premium Quality. The Apple iPhone 13 Pro, 128GB, Silver - Unlocked (Renewed) combines sleek design with outstanding performance.",iphone 15,398.95,10,73,3.334
I516,U002,B0DJYLN8BJ,S6963,view,2025-07-04 04:22:43,206,4.3,"Apple iPhone 15, 256GB, Green for TracFone (Renewed)",Smartphones,Apple,"Discover the ultimate Item experience with Premium Quality. The Apple iPhone 15, 256GB, Green for TracFone (Renewed) combines sleek design with outstanding performance.",iphone 15,533.3,5,52,1.6760000000000002
I3035,U018,B0933D3SN6,S5939,view,2025-07-04 04:22:43,276,4.8,2021 Apple TV 4K with 32GB Storage (2nd Generation),Streaming Devices,Apple,Discover the ultimate Item experience with Premium Quality. The 2021 Apple TV 4K with 32GB Storage (2nd Generation) combines sleek design with outstanding performance.,amazon fire tv stick 4k,169.99,5,56,1.917
I4111,U013,B0FJK231C6,S7691,purchase,2025-07-04 04:22:43,62,4.7,"Flip 7 Portable Bluetooth Speaker, IP68 Waterproof, Dustproof, Drop-Proof, PushLock System, AI Sound Boost, 16H Battery, Megen Hardshel Protection Case (Black)",Audio & Speakers,Jbl,"Discover the ultimate Item experience with JBL. The Flip 7 Portable Bluetooth Speaker, IP68 Waterproof, Dustproo... combines sleek design with outstanding performance.",jbl flip 6 portable speaker,115.95,5,54,5.179
I594,U015,B0DJWSRL79,S7874,view,2025-07-04 04:22:43,67,4.4,"Apple iPhone 15 Pro, 128GB, Natural Titanium for TracFone (Renewed)",Smartphones,Apple,"Looking for the best in Item? The Apple iPhone 15 Pro, 128GB, Natural Titanium for TracFone (R... by Premium Quality provides exceptional value and reliability. Built to last.",iphone 15,549.97,20,75,1.197
I4155,U006,B016XTADG2,S7632,view,2025-07-04 04:22:43,107,4.6,"Soundcore Upgraded Bluetooth Speaker with IPX5 Waterproof, Stereo Sound, 24H Playtime, Portable Wireless Speaker for iPhone, Samsung and More (Black)",Audio & Speakers,Anker,"Upgrade your lifestyle with the Anker Soundcore Upgraded Bluetooth Speaker with IPX5 Waterproof, S.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",jbl flip 6 portable speaker,19.99,0,77,1.334
I785,U017,B0F5VR52WZ,S5661,purchase,2025-07-04 04:22:43,296,4.3,"SAMSUNG 32” Smart Monitor M8 (M80F) 4K UHD Display, Samsung Vision AI, Smart TV Apps, Gaming Hub, USB-C, HDMI and USB-A, White, LS32FM803UNXZA, 2025",Monitors,Samsung,"Looking for the best in Item? The SAMSUNG 32” Smart Monitor M8 (M80F) 4K UHD Display, Samsung ... by Premium Quality provides exceptional value and reliability. Built to last.",monitor,399.99,0,85,5.986
I3640,U015,B0DQV17KRZ,S7464,view,2025-07-04 04:22:43,20,3.1,Stainless Steel Case Fluorine Rubber Watch Strap，For IWatch 9 8 Series 44MM 45MM Metal Modification Kit，For Apple Watch 9 8 Band 7 6 5 SE Replace,Wearables,Infri,"Upgrade your lifestyle with the INFRI Stainless Steel Case Fluorine Rubber Watch Strap，For IWatch .... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",apple watch series 9,42235.0,5,138,1.034
I3142,U006,B0C85FNTLS,S6966,view,2025-07-04 04:22:43,260,4.3,"4K HDMI to Component Converter with Scaling Function, HDMI to YPbPr Converter Support 4K/60Hz Input, Support 480i/576i Component Output, Compatible with DVD/PS3/PS4/PS5/Amazon Fire TV Sticks",Streaming Devices,Amazon,"Discover the ultimate Item experience with Premium Quality. The 4K HDMI to Component Converter with Scaling Function, HDMI t... combines sleek design with outstanding performance.",amazon fire tv stick 4k,39.98,10,51,1.862
I391,U010,B0CMPLDMYS,S2922,purchase,2025-07-04 04:22:43,255,3.6,"Apple iPhone 15, 128GB, Black - AT&T (Renewed)",Smartphones,Apple,"Looking for the best in Item? The Apple iPhone 15, 128GB, Black - AT&T (Renewed) by Premium Quality provides exceptional value and reliability. Built to last.",iphone 15,401.5,5,29,5.845
I1502,U006,B0D364M6TM,S1196,cart,2025-07-04 04:22:43,209,4.3,SAMSUNG Galaxy S24 Ultra 5G Factory Unlocked 256GB - Titanium Violet (Renewed),Smartphones,Samsung,"Upgrade your lifestyle with the Premium Quality SAMSUNG Galaxy S24 Ultra 5G Factory Unlocked 256GB - Titaniu.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",samsung galaxy s24 ultra,588.15,15,95,3.686
I2524,U006,B0BRWC3BNK,S2032,purchase,2025-07-04 04:22:43,153,5.0,Replacement Wall AC Power Charger + USB C Power Charging Data Cable Cord for Logitech MX Master 3S - Performance Mouse,Computer Accessories,Ntqinparts,"Upgrade your lifestyle with the NTQinParts Replacement Wall AC Power Charger + USB C Power Charging Dat.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",logitech mx master 3s mouse,12.99,20,138,5.493
I176,U013,B0DMSYC7GX,S8451,view,2025-07-04 04:22:43,198,4.0,"MiniMate 512 GB External SSD Compatibility with Mac mini M4(10Gbps), Portable Solid State Drive with USB 3.2 Gen 2 * 2(20Gbps) Port for Data Storage-M4",Computers & Laptops,Orico,Discover the ultimate Item experience with ORICO. The MiniMate 512 GB External SSD Compatibility with Mac mini M4(... combines sleek design with outstanding performance.,mac mini m4,89.99,10,45,1.6480000000000001
I664,U011,B0CMPMNNZJ,S4669,cart,2025-07-04 04:22:43,183,3.6,"Apple iPhone 15, 128GB, Yellow - Verizon (Renewed)",Smartphones,Apple,"Looking for the best in Item? The Apple iPhone 15, 128GB, Yellow - Verizon (Renewed) by Premium Quality provides exceptional value and reliability. Built to last.",iphone 15,441.82,20,130,3.597
I1041,U003,B08WWKJGDV,S2702,view,2025-07-04 04:22:43,238,4.4,"Sceptre 27-inch FHD 1080p IPS Gaming LED Monitor up to 165Hz 144Hz 1ms DisplayPort HDMI, FreeSync FPS RTS Build-in Speakers Gunmetal Black 2022 (E275B-FPT165)",Monitors,Sceptre,Looking for the best in Item? The Sceptre 27-inch FHD 1080p IPS Gaming LED Monitor up to 165Hz... by Premium Quality provides exceptional value and reliability. Built to last.,monitor,109.97,15,14,1.786
I1418,U004,B09NZT4R2V,S4172,cart,2025-07-04 04:22:43,74,4.0,"WH-1000XM3 Coiled Audio Cable Compatible with Sony WH-1000XM4 WH-1000XM5 MDR-XB950B1 Headsets,Audio-Technica ATH-M50xBT2 Headphones,3.5mm(1/8”) Extension Cord with 6.35mm(1/4”) Adapter/14ft",Audio & Speakers,Faaeal,"Upgrade your lifestyle with the FAAEAL WH-1000XM3 Coiled Audio Cable Compatible with Sony WH-1000XM.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",sony wh-1000xm5 headphones,9.09,20,136,3.221
I3772,U012,B0DG56W6XQ,S2783,view,2025-07-04 04:22:43,271,4.7,"Fintie Case for 7""/6.8"" Kindle Paperwhite(12th/11th Generation-2024/2021) and Kindle Colorsoft - Book Style Folio Durable Vegan Leather Cover with Auto Sleep/Wake, Brown",E-Readers,Kindle,"Looking for the best in Item? The Fintie Case for 7""/6.8"" Kindle Paperwhite(12th/11th Generati... by Premium Quality provides exceptional value and reliability. Built to last.",kindle paperwhite 2024,17.99,0,39,1.9
I3630,U015,B09FRYGVJP,S9669,cart,2025-07-04 04:22:43,163,4.3,"[ 8 Pack Screen Protector Compatible for Apple Watch 41mm Series 9 Series 8 Series 7, [Upgrade Flexible Film] Soft HD Clear Anti-Scratch Film for iWatch 9 8 7 Accessories",Wearables,Ymhml,Looking for the best in Item? The [ 8 Pack Screen Protector Compatible for Apple Watch 41mm Se... by YMHML provides exceptional value and reliability. Built to last.,apple watch series 9,5.91,10,50,3.528
I3272,U010,B081NZ669M,S2941,cart,2025-07-04 04:22:43,11,4.2,"MightySkins Carbon Fiber Skin for Amazon Fire TV Stick 4K - Thai Marble | Protective, Durable Textured Carbon Fiber Finish | Easy to Apply, Remove, and Change Styles | Made in The USA",Streaming Devices,Mightyskins,Discover the ultimate Item experience with Premium Quality. The MightySkins Carbon Fiber Skin for Amazon Fire TV Stick 4K - ... combines sleek design with outstanding performance.,amazon fire tv stick 4k,11.99,5,0,3.003
I2032,U001,B08VBY726S,S3487,cart,2025-07-04 04:22:43,58,3.4,"Dell XPS 13 (9310), 13.4- inch FHD+ Touch Laptop - Intel Core i7-1185G7, 16GB LPDDR4x RAM, 512GB SSD, Iris Xe Graphics, Windows 10 Pro - Platinum Silver (Latest Model) (Renewed)",Computers & Laptops,Dell,"Discover the ultimate Item experience with Premium Quality. The Dell XPS 13 (9310), 13.4- inch FHD+ Touch Laptop - Intel Cor... combines sleek design with outstanding performance.",dell xps 13 laptop,1099.0,20,91,3.166
I1036,U014,B0FN7YDJZC,S8353,purchase,2025-07-04 04:22:43,205,4.8,"24"" 180Hz Gaming Monitor, 2.5K 2560x1440 QHD Fast IPS 112.5% sRGB Large Portable Monitor, Height & Rotation Adjustable Stand Type-C HDMI Eye Care External Screen for Laptop Phone PS4&5 Switch Xbox",Monitors,Xbox,"Looking for the best in Item? The 24"" 180Hz Gaming Monitor, 2.5K 2560x1440 QHD Fast IPS 112.5%... by Premium Quality provides exceptional value and reliability. Built to last.",monitor,259.99,10,136,5.672
I3937,U004,B0DNFC9N9M,S2526,view,2025-07-04 04:22:43,232,4.5,"CoBak Magnetic Case for 7"" Kindle Paperwhite 12th Gen 2024 and Kindle Colorsoft - Compatible with iPhone MagSafe, for Samsung/Belkin/Anker Wireless Charging Pads, Lightweight, Auto Sleep Wake",E-Readers,Samsung,"Upgrade your lifestyle with the Premium Quality CoBak Magnetic Case for 7"" Kindle Paperwhite 12th Gen 2024 a.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",kindle paperwhite 2024,19.99,20,102,1.766
I3706,U013,B0CTD9R2DG,S4517,view,2025-07-04 04:22:43,148,4.4,"Apple Watch Series 9 [GPS, 41mm] (Product) Red Aluminum Case with (Product) Red Sport Band, M/L (Renewed)",Wearables,Apple,"Upgrade your lifestyle with the Premium Quality Apple Watch Series 9 [GPS, 41mm] (Product) Red Aluminum Case.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",apple watch series 9,231.9,5,44,1.476
I2658,U010,B07C88DSHM,S4172,view,2025-07-04 04:22:43,223,4.2,Sony PlayStation 4 Slim Limited Edition 1TB Gaming Console (Renewed),Gaming,Playstation,Looking for the best in Item? The Sony PlayStation 4 Slim Limited Edition 1TB Gaming Console (... by Premium Quality provides exceptional value and reliability. Built to last.,sony playstation 5 console,209.93,5,0,1.734
I1028,U009,B0DDZLDKBM,S3476,cart,2025-07-04 04:22:43,238,4.4,"Westinghouse 27 Inch Computer Monitor, 100Hz, 1080p Full HD IPS Display, Adaptive Sync, Blue Light Protection, Home Office PC Screen with Built-in Speakers, HDMI, VGA, for Work & Productivity",Monitors,Westinghouse,"Looking for the best in Item? The Westinghouse 27 Inch Computer Monitor, 100Hz, 1080p Full HD ... by Premium Quality provides exceptional value and reliability. Built to last.",monitor,99.99,0,138,3.786
I1765,U012,B0CNG8VH72,S9226,purchase,2025-07-05 04:22:43,73,4.3,"Unicorn Beetle Pro for Samsung Galaxy S24 Ultra Case with Stand, [2 Front Frame] 360 Full-Body Shockproof Belt-Clip & Kickstand Case with Screen Protector Phone Case for S24 Ultra, Clear",Smartphones,Supcase,"Upgrade your lifestyle with the SUPCASE Unicorn Beetle Pro for Samsung Galaxy S24 Ultra Case with St.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",samsung galaxy s24 ultra,28.99,10,45,5.217
